Entity,Year,Urban,Population
Organization of the Islamic Conference (OIC),2008-01-01,,1506668366.0
Organization of the Islamic Conference (OIC),2009-01-01,,1537232846.0
Organization of the Islamic Conference (OIC),2010-01-01,,1568550080.0
Organization of the Islamic Conference (OIC),2011-01-01,,1600639545.0
Organization of the Islamic Conference (OIC),2012-01-01,,1633436864.0
Organization of the Islamic Conference (OIC),2013-01-01,,1666819640.9999998
Organization of the Islamic Conference (OIC),2014-01-01,,1700618173.0000002
Organization of the Islamic Conference (OIC),2015-01-01,,1734693495.0
Organization of the Islamic Conference (OIC),2016-01-01,,1768995953.0000002
Organization of the Islamic Conference (OIC),2017-01-01,,1803505525.9999998
Organization of the Islamic Conference (OIC),2018-01-01,,1838146789.0
Organization of the Islamic Conference (OIC),2019-01-01,,1872842323.0
Organization of the Islamic Conference (OIC),2020-01-01,,1907530488.0000002
Organization of the Islamic Conference (OIC),2021-01-01,,1942165511.0
Organization of the Islamic Conference (OIC),2022-01-01,,1976726961.0
Organization of the Islamic Conference (OIC),2023-01-01,,2011214263.0
Organization of the Islamic Conference (OIC),2024-01-01,,2045643378.0
Organization of the Islamic Conference (OIC),2025-01-01,,2080026657.0
Organization of the Islamic Conference (OIC),2026-01-01,,2114352316.0
Organization of the Islamic Conference (OIC),2027-01-01,,2148609046.0
Organization of the Islamic Conference (OIC),2028-01-01,,2182813156.9999995
Organization of the Islamic Conference (OIC),2029-01-01,,2216988387.0
Organization of the Islamic Conference (OIC),2030-01-01,,2251153004.0
Organization of the Islamic Conference (OIC),2031-01-01,,2285306337.0
Organization of the Islamic Conference (OIC),2032-01-01,,2319444006.0
Organization of the Islamic Conference (OIC),2033-01-01,,2353575227.0
Organization of the Islamic Conference (OIC),2034-01-01,,2387710796.0
Organization of the Islamic Conference (OIC),2035-01-01,,2421855148.0
Organization of the Islamic Conference (OIC),2036-01-01,,2456004474.0
Organization of the Islamic Conference (OIC),2037-01-01,,2490146207.0
Organization of the Islamic Conference (OIC),2038-01-01,,2524262080.0
Organization of the Islamic Conference (OIC),2039-01-01,,2558328676.9999995
Organization of the Islamic Conference (OIC),2040-01-01,,2592322261.0
Organization of the Islamic Conference (OIC),2041-01-01,,2626229016.0
Organization of the Islamic Conference (OIC),2042-01-01,,2660031515.0
Organization of the Islamic Conference (OIC),2043-01-01,,2693696084.0
Organization of the Islamic Conference (OIC),2044-01-01,,2727183849.0
Organization of the Islamic Conference (OIC),2045-01-01,,2760461517.0
Organization of the Islamic Conference (OIC),2046-01-01,,2793506077.0
Organization of the Islamic Conference (OIC),2047-01-01,,2826302159.0
Organization of the Islamic Conference (OIC),2048-01-01,,2858833269.0
Organization of the Islamic Conference (OIC),2049-01-01,,2891085856.0
Organization of the Islamic Conference (OIC),2050-01-01,,2923045627.0
Organization of the Islamic Conference (OIC),2051-01-01,,2954698458.0
Organization of the Islamic Conference (OIC),2052-01-01,,2986027585.0
Organization of the Islamic Conference (OIC),2053-01-01,,3017014088.9999995
Organization of the Islamic Conference (OIC),2054-01-01,,3047638120.0
Organization of the Islamic Conference (OIC),2055-01-01,,3077883870.0
Organization of the Islamic Conference (OIC),2056-01-01,,3107738145.0
Organization of the Islamic Conference (OIC),2057-01-01,,3137194535.0
Organization of the Islamic Conference (OIC),2058-01-01,,3166252051.0000005
Organization of the Islamic Conference (OIC),2059-01-01,,3194913773.0
Organization of the Islamic Conference (OIC),2060-01-01,,3223181148.9999995
Organization of the Islamic Conference (OIC),2061-01-01,,3251050471.0000005
Organization of the Islamic Conference (OIC),2062-01-01,,3278515097.0
Organization of the Islamic Conference (OIC),2063-01-01,,3305569825.0
Organization of the Islamic Conference (OIC),2064-01-01,,3332209019.0
Organization of the Islamic Conference (OIC),2065-01-01,,3358428263.0000005
Organization of the Islamic Conference (OIC),2066-01-01,,3384224104.0
Organization of the Islamic Conference (OIC),2067-01-01,,3409595676.9999995
Organization of the Islamic Conference (OIC),2068-01-01,,3434545300.0
Organization of the Islamic Conference (OIC),2069-01-01,,3459077307.0
Organization of the Islamic Conference (OIC),2070-01-01,,3483194320.0
Organization of the Islamic Conference (OIC),2071-01-01,,3506894527.0
Organization of the Islamic Conference (OIC),2072-01-01,,3530174766.0000005
Organization of the Islamic Conference (OIC),2073-01-01,,3553034868.0000005
Organization of the Islamic Conference (OIC),2074-01-01,,3575474434.0
Organization of the Islamic Conference (OIC),2075-01-01,,3597492028.0
Organization of the Islamic Conference (OIC),2076-01-01,,3619085913.0
Organization of the Islamic Conference (OIC),2077-01-01,,3640251456.0
Organization of the Islamic Conference (OIC),2078-01-01,,3660980562.0
Organization of the Islamic Conference (OIC),2079-01-01,,3681262912.0
Organization of the Islamic Conference (OIC),2080-01-01,,3701089890.0
Organization of the Islamic Conference (OIC),2081-01-01,,3720455838.9999995
Organization of the Islamic Conference (OIC),2082-01-01,,3739357441.0
Organization of the Islamic Conference (OIC),2083-01-01,,3757791378.0
Organization of the Islamic Conference (OIC),2084-01-01,,3775755033.0000005
Organization of the Islamic Conference (OIC),2085-01-01,,3793245298.9999995
Organization of the Islamic Conference (OIC),2086-01-01,,3810258728.0
Organization of the Islamic Conference (OIC),2087-01-01,,3826789798.9999995
Organization of the Islamic Conference (OIC),2088-01-01,,3842831375.0
Organization of the Islamic Conference (OIC),2089-01-01,,3858375083.0
Organization of the Islamic Conference (OIC),2090-01-01,,3873414017.0
Organization of the Islamic Conference (OIC),2091-01-01,,3887943898.0
Organization of the Islamic Conference (OIC),2092-01-01,,3901962726.0000005
Organization of the Islamic Conference (OIC),2093-01-01,,3915469578.0
Organization of the Islamic Conference (OIC),2094-01-01,,3928464528.9999995
Organization of the Islamic Conference (OIC),2095-01-01,,3940947111.0
Organization of the Islamic Conference (OIC),2096-01-01,,3952916508.0
Organization of the Islamic Conference (OIC),2097-01-01,,3964371240.0
Organization of the Islamic Conference (OIC),2098-01-01,,3975309118.0000005
Organization of the Islamic Conference (OIC),2099-01-01,,3985727383.0
Organization of the Islamic Conference (OIC),2100-01-01,,3995622457.0
Pakistan,1950-01-01,17.521,37542370.0
Pakistan,1951-01-01,17.942999999999998,37992884.0
Pakistan,1952-01-01,18.374000000000002,38516513.99999999
Pakistan,1953-01-01,18.812,39109090.0
Pakistan,1954-01-01,19.258,39767169.0
Pakistan,1955-01-01,19.712,40488032.0
Pakistan,1956-01-01,20.175,41269721.0
Pakistan,1957-01-01,20.644000000000002,42111011.0
Pakistan,1958-01-01,21.123,43011324.0
Pakistan,1959-01-01,21.609,43970560.0
Pakistan,1960-01-01,22.104,44988690.0
Pakistan,1961-01-01,22.500999999999998,46065229.00000001
Pakistan,1962-01-01,22.750999999999998,47198886.0
Pakistan,1963-01-01,23.002,48387293.0
Pakistan,1964-01-01,23.256,49627623.0
Pakistan,1965-01-01,23.511,50917975.0
Pakistan,1966-01-01,23.769000000000002,52260183.0
Pakistan,1967-01-01,24.028000000000002,53655782.99999999
Pakistan,1968-01-01,24.289,55102690.0
Pakistan,1969-01-01,24.552,56598148.0
Pakistan,1970-01-01,24.816999999999997,58142062.00000001
Pakistan,1971-01-01,25.084,59734479.00000001
Pakistan,1972-01-01,25.353,61381982.0
Pakistan,1973-01-01,25.671,63099404.0
Pakistan,1974-01-01,26.005,64905996.0
Pakistan,1975-01-01,26.340999999999998,66816875.0
Pakistan,1976-01-01,26.680999999999997,68834324.00000001
Pakistan,1977-01-01,27.023000000000003,70958168.0
Pakistan,1978-01-01,27.368000000000002,73197254.0
Pakistan,1979-01-01,27.715,75561128.0
Pakistan,1980-01-01,28.066,78054345.99999999
Pakistan,1981-01-01,28.38,80680461.0
Pakistan,1982-01-01,28.619,83431597.00000001
Pakistan,1983-01-01,28.859,86285936.0
Pakistan,1984-01-01,29.101,89213708.00000001
Pakistan,1985-01-01,29.344,92191505.0
Pakistan,1986-01-01,29.588,95215375.0
Pakistan,1987-01-01,29.833000000000002,98285761.99999999
Pakistan,1988-01-01,30.08,101389603.0
Pakistan,1989-01-01,30.326999999999998,104512874.00000001
Pakistan,1990-01-01,30.576,107647918.0
Pakistan,1991-01-01,30.826,110778655.0
Pakistan,1992-01-01,31.076999999999998,113911125.99999999
Pakistan,1993-01-01,31.329,117086680.0
Pakistan,1994-01-01,31.581999999999997,120362764.00000001
Pakistan,1995-01-01,31.836,123776835.0
Pakistan,1996-01-01,32.092,127349293.0
Pakistan,1997-01-01,32.348,131057431.99999999
Pakistan,1998-01-01,32.585,134843233.0
Pakistan,1999-01-01,32.783,138624625.0
Pakistan,2000-01-01,32.982,142343583.0
Pakistan,2001-01-01,33.18,145978408.0
Pakistan,2002-01-01,33.38,149549695.0
Pakistan,2003-01-01,33.58,153093370.99999997
Pakistan,2004-01-01,33.781,156664698.0
Pakistan,2005-01-01,33.982,160304006.99999997
Pakistan,2006-01-01,34.184,164022626.0
Pakistan,2007-01-01,34.387,167808106.00000003
Pakistan,2008-01-01,34.59,171648984.0
Pakistan,2009-01-01,34.793,175525610.0
Pakistan,2010-01-01,34.997,179424643.0
Pakistan,2011-01-01,35.202,183340168.0
Pakistan,2012-01-01,35.408,187280125.0
Pakistan,2013-01-01,35.613,191260799.0
Pakistan,2014-01-01,35.819,195305012.0
Pakistan,2015-01-01,36.025999999999996,199426953.0
Pakistan,2016-01-01,36.234,203631356.00000003
Pakistan,2017-01-01,,207906210.0
Pakistan,2018-01-01,,212228288.0
Pakistan,2019-01-01,,216565316.99999997
Pakistan,2020-01-01,,3092492634.0000005
Pakistan,2021-01-01,,2025466290.0
Pakistan,2022-01-01,,2062032496.0000002
Pakistan,2023-01-01,,2098041305.9999998
Pakistan,2024-01-01,,2133957128.9999998
Pakistan,2025-01-01,,3381042007.0
Pakistan,2026-01-01,,2206606002.0
Pakistan,2027-01-01,,2243316148.0
Pakistan,2028-01-01,,2280173002.0
Pakistan,2029-01-01,,2317040413.0
Pakistan,2030-01-01,,3668117604.0000005
Pakistan,2031-01-01,,2390495093.0
Pakistan,2032-01-01,,2427119689.0
Pakistan,2033-01-01,,2463716159.0
Pakistan,2034-01-01,,2500323267.0
Pakistan,2035-01-01,,3950764720.9999995
Pakistan,2036-01-01,,2573637795.0
Pakistan,2037-01-01,,2610316244.0
Pakistan,2038-01-01,,2646992869.0
Pakistan,2039-01-01,,2683655716.0
Pakistan,2040-01-01,,4230408091.0
Pakistan,2041-01-01,,2756876916.9999995
Pakistan,2042-01-01,,2793397728.0
Pakistan,2043-01-01,,2829789866.0000005
Pakistan,2044-01-01,,2865979077.9999995
Pakistan,2045-01-01,,4505592213.0
Pakistan,2046-01-01,,2937538549.0000005
Pakistan,2047-01-01,,2972867238.0
Pakistan,2048-01-01,,3007870727.0
Pakistan,2049-01-01,,3042533553.0000005
Pakistan,2050-01-01,,4768990694.0
Pakistan,2051-01-01,,3110787463.9999995
Pakistan,2052-01-01,,3144357873.0
Pakistan,2053-01-01,,3177545669.0
Pakistan,2054-01-01,,3210344957.0000005
Pakistan,2055-01-01,,5016731306.000001
Pakistan,2056-01-01,,3274771051.0
Pakistan,2057-01-01,,3306402574.0
Pakistan,2058-01-01,,3337683932.9999995
Pakistan,2059-01-01,,3368661204.0
Pakistan,2060-01-01,,5245433704.000001
Pakistan,2061-01-01,,3429828165.0
Pakistan,2062-01-01,,3460035586.0
Pakistan,2063-01-01,,3489991059.0000005
Pakistan,2064-01-01,,3519686689.0000005
Pakistan,2065-01-01,,5459645163.000001
Pakistan,2066-01-01,,3578295831.0
Pakistan,2067-01-01,,3607230862.0
Pakistan,2068-01-01,,3635934261.0
Pakistan,2069-01-01,,3664417486.0
Pakistan,2070-01-01,,5660715841.000001
Pakistan,2071-01-01,,3720768095.0000005
Pakistan,2072-01-01,,3748656094.0000005
Pakistan,2073-01-01,,3776365255.0000005
Pakistan,2074-01-01,,3803904665.9999995
Pakistan,2075-01-01,,5846825355.0
Pakistan,2076-01-01,,3858520137.0
Pakistan,2077-01-01,,3885625132.0
Pakistan,2078-01-01,,3912611987.0
Pakistan,2079-01-01,,3939492685.9999995
Pakistan,2080-01-01,,6024194994.0
Pakistan,2081-01-01,,3992993699.0
Pakistan,2082-01-01,,4019649072.0
Pakistan,2083-01-01,,4046276366.9999995
Pakistan,2084-01-01,,4072908381.9999995
Pakistan,2085-01-01,,6193554550.0
Pakistan,2086-01-01,,4126296911.0000005
Pakistan,2087-01-01,,4153092938.0
Pakistan,2088-01-01,,4179979533.0000005
Pakistan,2089-01-01,,4206971599.9999995
Pakistan,2090-01-01,,6361664896.0
Pakistan,2091-01-01,,4261340506.0
Pakistan,2092-01-01,,4288757267.0
Pakistan,2093-01-01,,4316358049.0
Pakistan,2094-01-01,,4344165238.0
Pakistan,2095-01-01,,6523072612.999999
Pakistan,2096-01-01,,4400482776.0
Pakistan,2097-01-01,,4429031831.0
Pakistan,2098-01-01,,4457864432.999999
Pakistan,2099-01-01,,4486996111.000001
Pakistan,2100-01-01,,6687325175.0
Palau,1950-01-01,53.883,7431.0
Palau,1951-01-01,54.178000000000004,7492.999999999999
Palau,1952-01-01,54.474,7630.0
Palau,1953-01-01,54.768,7821.000000000001
Palau,1954-01-01,55.063,8051.0
Palau,1955-01-01,55.357,8315.0
Palau,1956-01-01,55.652,8592.0
Palau,1957-01-01,55.945,8895.0
Palau,1958-01-01,56.238,9187.999999999998
Palau,1959-01-01,56.53,9480.0
Palau,1960-01-01,56.823,9769.0
Palau,1961-01-01,57.114,10046.0
Palau,1962-01-01,57.405,10329.0
Palau,1963-01-01,57.696000000000005,10565.999999999998
Palau,1964-01-01,57.986999999999995,10792.0
Palau,1965-01-01,58.276,11005.0
Palau,1966-01-01,58.565,11177.999999999998
Palau,1967-01-01,58.853,11329.0
Palau,1968-01-01,59.141999999999996,11460.0
Palau,1969-01-01,59.428999999999995,11617.0
Palau,1970-01-01,59.715,11802.999999999998
Palau,1971-01-01,60.001000000000005,12050.999999999998
Palau,1972-01-01,60.287,12342.0
Palau,1973-01-01,60.571000000000005,12625.0
Palau,1974-01-01,60.855,12823.0
Palau,1975-01-01,61.138000000000005,12898.0
Palau,1976-01-01,61.42100000000001,12835.0
Palau,1977-01-01,61.702,12645.999999999998
Palau,1978-01-01,61.983000000000004,12409.0
Palau,1979-01-01,62.263000000000005,12231.0
Palau,1980-01-01,62.542,12177.999999999998
Palau,1981-01-01,63.409,12280.999999999998
Palau,1982-01-01,64.422,12519.0
Palau,1983-01-01,65.421,12842.0
Palau,1984-01-01,66.40899999999999,13190.0
Palau,1985-01-01,67.38,13534.0
Palau,1986-01-01,68.188,13835.0
Palau,1987-01-01,68.541,14120.999999999998
Palau,1988-01-01,68.892,14400.0
Palau,1989-01-01,69.24,14704.0
Palau,1990-01-01,69.593,15062.999999999998
Palau,1991-01-01,69.96600000000001,15442.0
Palau,1992-01-01,70.337,15859.000000000002
Palau,1993-01-01,70.704,16285.0
Palau,1994-01-01,71.069,16735.0
Palau,1995-01-01,71.431,17158.0
Palau,1996-01-01,71.306,17599.0
Palau,1997-01-01,71.066,18016.0
Palau,1998-01-01,70.825,18409.000000000004
Palau,1999-01-01,70.582,18773.0
Palau,2000-01-01,70.33800000000001,19104.0
Palau,2001-01-01,70.093,19390.0
Palau,2002-01-01,69.847,19642.0
Palau,2003-01-01,69.6,19812.0
Palau,2004-01-01,70.383,19861.0
Palau,2005-01-01,71.152,19784.000000000004
Palau,2006-01-01,71.91,19545.0
Palau,2007-01-01,72.655,19159.000000000004
Palau,2008-01-01,73.389,18708.0
Palau,2009-01-01,74.109,18290.0
Palau,2010-01-01,74.817,17954.0
Palau,2011-01-01,75.51100000000001,17748.0
Palau,2012-01-01,76.194,17635.0
Palau,2013-01-01,76.862,17602.999999999996
Palau,2014-01-01,77.517,17625.0
Palau,2015-01-01,78.15899999999999,17665.0
Palau,2016-01-01,78.775,17718.0
Palau,2017-01-01,,17809.0
Palau,2018-01-01,,17910.999999999996
Palau,2019-01-01,,18000.999999999996
Palau,2020-01-01,,253287.99999999988
Palau,2021-01-01,,163513.99999999997
Palau,2022-01-01,,164075.00000000003
Palau,2023-01-01,,164614.0
Palau,2024-01-01,,165061.0
Palau,2025-01-01,,257196.00000000003
Palau,2026-01-01,,165823.99999999997
Palau,2027-01-01,,166114.0
Palau,2028-01-01,,166404.0
Palau,2029-01-01,,166602.00000000003
Palau,2030-01-01,,259034.0
Palau,2031-01-01,,166878.0
Palau,2032-01-01,,166966.0
Palau,2033-01-01,,167035.0
Palau,2034-01-01,,166981.99999999997
Palau,2035-01-01,,259265.0
Palau,2036-01-01,,166851.0
Palau,2037-01-01,,166711.0
Palau,2038-01-01,,166558.0
Palau,2039-01-01,,166312.0
Palau,2040-01-01,,257497.0
Palau,2041-01-01,,165659.99999999997
Palau,2042-01-01,,165303.99999999997
Palau,2043-01-01,,164855.0
Palau,2044-01-01,,164457.00000000003
Palau,2045-01-01,,254061.0
Palau,2046-01-01,,163430.0
Palau,2047-01-01,,162898.0
Palau,2048-01-01,,162357.0
Palau,2049-01-01,,161807.99999999997
Palau,2050-01-01,,249555.99999999994
Palau,2051-01-01,,160638.0
Palau,2052-01-01,,160016.00000000003
Palau,2053-01-01,,159436.0
Palau,2054-01-01,,158793.0
Palau,2055-01-01,,244358.0
Palau,2056-01-01,,157566.99999999997
Palau,2057-01-01,,156944.0
Palau,2058-01-01,,156387.0
Palau,2059-01-01,,155798.0
Palau,2060-01-01,,239378.99999999994
Palau,2061-01-01,,154678.99999999997
Palau,2062-01-01,,154167.0
Palau,2063-01-01,,153608.0
Palau,2064-01-01,,153149.0
Palau,2065-01-01,,234880.0
Palau,2066-01-01,,152215.0
Palau,2067-01-01,,151793.99999999997
Palau,2068-01-01,,151401.0
Palau,2069-01-01,,151034.0
Palau,2070-01-01,,231130.99999999997
Palau,2071-01-01,,150317.0
Palau,2072-01-01,,150030.0
Palau,2073-01-01,,149708.0
Palau,2074-01-01,,149452.0
Palau,2075-01-01,,228063.0
Palau,2076-01-01,,148892.0
Palau,2077-01-01,,148642.0
Palau,2078-01-01,,148413.0
Palau,2079-01-01,,148177.00000000003
Palau,2080-01-01,,225488.00000000003
Palau,2081-01-01,,147659.00000000003
Palau,2082-01-01,,147411.0
Palau,2083-01-01,,147181.0
Palau,2084-01-01,,146932.00000000003
Palau,2085-01-01,,222821.00000000003
Palau,2086-01-01,,146414.00000000003
Palau,2087-01-01,,146165.0
Palau,2088-01-01,,145887.0
Palau,2089-01-01,,145607.0
Palau,2090-01-01,,220080.0
Palau,2091-01-01,,145037.99999999997
Palau,2092-01-01,,144783.0
Palau,2093-01-01,,144516.0
Palau,2094-01-01,,144198.0
Palau,2095-01-01,,217258.99999999997
Palau,2096-01-01,,143631.0
Palau,2097-01-01,,143353.0
Palau,2098-01-01,,143074.0
Palau,2099-01-01,,142768.0
Palau,2100-01-01,,214335.00000000003
Palestine,1950-01-01,37.3,
Palestine,1951-01-01,37.957,
Palestine,1952-01-01,38.619,
Palestine,1953-01-01,39.284,
Palestine,1954-01-01,39.954,
Palestine,1955-01-01,40.626999999999995,
Palestine,1956-01-01,41.305,
Palestine,1957-01-01,41.985,
Palestine,1958-01-01,42.668,
Palestine,1959-01-01,43.355,
Palestine,1960-01-01,44.044,
Palestine,1961-01-01,44.733999999999995,
Palestine,1962-01-01,45.661,
Palestine,1963-01-01,46.736999999999995,
Palestine,1964-01-01,47.818000000000005,
Palestine,1965-01-01,48.898,
Palestine,1966-01-01,49.98,
Palestine,1967-01-01,51.062,
Palestine,1968-01-01,52.145,
Palestine,1969-01-01,53.222,
Palestine,1970-01-01,54.298,
Palestine,1971-01-01,55.371,
Palestine,1972-01-01,56.43899999999999,
Palestine,1973-01-01,57.498999999999995,
Palestine,1974-01-01,58.553000000000004,
Palestine,1975-01-01,59.6,
Palestine,1976-01-01,60.163999999999994,
Palestine,1977-01-01,60.723,
Palestine,1978-01-01,61.281000000000006,
Palestine,1979-01-01,61.836000000000006,
Palestine,1980-01-01,62.388000000000005,
Palestine,1981-01-01,62.93600000000001,
Palestine,1982-01-01,63.481,
Palestine,1983-01-01,64.02199999999999,
Palestine,1984-01-01,64.561,
Palestine,1985-01-01,65.095,
Palestine,1986-01-01,65.626,
Palestine,1987-01-01,66.152,
Palestine,1988-01-01,66.676,
Palestine,1989-01-01,67.194,
Palestine,1990-01-01,67.709,
Palestine,1991-01-01,68.219,
Palestine,1992-01-01,68.726,
Palestine,1993-01-01,69.227,
Palestine,1994-01-01,69.72399999999999,
Palestine,1995-01-01,70.21600000000001,
Palestine,1996-01-01,70.705,
Palestine,1997-01-01,71.187,
Palestine,1998-01-01,71.524,
Palestine,1999-01-01,71.747,
Palestine,2000-01-01,71.969,
Palestine,2001-01-01,72.189,
Palestine,2002-01-01,72.40899999999999,
Palestine,2003-01-01,72.627,
Palestine,2004-01-01,72.845,
Palestine,2005-01-01,73.061,
Palestine,2006-01-01,73.27600000000001,
Palestine,2007-01-01,73.491,
Palestine,2008-01-01,73.704,
Palestine,2009-01-01,73.923,
Palestine,2010-01-01,74.149,
Palestine,2011-01-01,74.381,
Palestine,2012-01-01,74.619,
Palestine,2013-01-01,74.863,
Palestine,2014-01-01,75.113,
Palestine,2015-01-01,75.368,
Palestine,2016-01-01,75.628,
Panama,1950-01-01,35.763000000000005,859658.0
Panama,1951-01-01,36.298,881345.0
Panama,1952-01-01,36.836999999999996,904406.0000000001
Panama,1953-01-01,37.376999999999995,928745.0
Panama,1954-01-01,37.922,954313.0
Panama,1955-01-01,38.469,981083.0000000001
Panama,1956-01-01,39.021,1009040.0
Panama,1957-01-01,39.573,1038181.0
Panama,1958-01-01,40.129,1068543.9999999998
Panama,1959-01-01,40.688,1100139.0
Panama,1960-01-01,41.248999999999995,1133005.0
Panama,1961-01-01,41.853,1167120.0
Panama,1962-01-01,42.494,1202447.0
Panama,1963-01-01,43.137,1238893.0
Panama,1964-01-01,43.784,1276331.0000000002
Panama,1965-01-01,44.431000000000004,1314678.9999999998
Panama,1966-01-01,45.08,1353847.0000000002
Panama,1967-01-01,45.732,1393823.9999999998
Panama,1968-01-01,46.385,1434676.0000000002
Panama,1969-01-01,47.038000000000004,1476481.0
Panama,1970-01-01,47.64,1519286.0
Panama,1971-01-01,47.919,1563092.9999999998
Panama,1972-01-01,48.199,1607797.0
Panama,1973-01-01,48.479,1653207.9999999998
Panama,1974-01-01,48.75899999999999,1699056.0
Panama,1975-01-01,49.038000000000004,1745142.0
Panama,1976-01-01,49.318999999999996,1791389.0
Panama,1977-01-01,49.598,1837803.9999999998
Panama,1978-01-01,49.879,1884427.0000000002
Panama,1979-01-01,50.159,1931302.0000000002
Panama,1980-01-01,50.446999999999996,1978489.0
Panama,1981-01-01,50.786,2025965.0
Panama,1982-01-01,51.126000000000005,2073748.0
Panama,1983-01-01,51.465,2121863.0
Panama,1984-01-01,51.805,2170330.0
Panama,1985-01-01,52.143,2219200.0
Panama,1986-01-01,52.482,2268500.0
Panama,1987-01-01,52.82,2318259.0
Panama,1988-01-01,53.159,2368556.0
Panama,1989-01-01,53.497,2419424.0
Panama,1990-01-01,53.903,2470946.0
Panama,1991-01-01,54.757,2523115.0
Panama,1992-01-01,55.608999999999995,2575949.0
Panama,1993-01-01,56.456,2629584.0000000005
Panama,1994-01-01,57.301,2684117.0
Panama,1995-01-01,58.141000000000005,2739667.0
Panama,1996-01-01,58.978,2796290.9999999995
Panama,1997-01-01,59.806999999999995,2853907.0
Panama,1998-01-01,60.632,2912317.9999999995
Panama,1999-01-01,61.451,2971197.0
Panama,2000-01-01,62.198,3030333.0
Panama,2001-01-01,62.497,3089640.9999999995
Panama,2002-01-01,62.794,3149195.0
Panama,2003-01-01,63.091,3209055.9999999995
Panama,2004-01-01,63.387,3269356.0
Panama,2005-01-01,63.681999999999995,3330222.0
Panama,2006-01-01,63.976000000000006,3391673.0
Panama,2007-01-01,64.268,3453671.0
Panama,2008-01-01,64.56,3516204.0
Panama,2009-01-01,64.851,3579215.0
Panama,2010-01-01,65.14,3642691.0
Panama,2011-01-01,65.437,3706479.0000000005
Panama,2012-01-01,65.741,3770635.0
Panama,2013-01-01,66.05199999999999,3835447.0
Panama,2014-01-01,66.37100000000001,3901310.9999999995
Panama,2015-01-01,66.696,3968490.0
Panama,2016-01-01,67.027,4037073.0
Panama,2017-01-01,,4106764.0
Panama,2018-01-01,,4176867.9999999995
Panama,2019-01-01,,4246440.0
Panama,2020-01-01,,60406751.99999998
Panama,2021-01-01,,39408153.0
Panama,2022-01-01,,39965261.00000001
Panama,2023-01-01,,40507350.99999999
Panama,2024-01-01,,41039289.0
Panama,2025-01-01,,64738997.0
Panama,2026-01-01,,42084831.0
Panama,2027-01-01,,42598794.00000001
Panama,2028-01-01,,43106824.00000001
Panama,2029-01-01,,43608548.0
Panama,2030-01-01,,68739514.00000001
Panama,2031-01-01,,44592912.00000001
Panama,2032-01-01,,45076087.99999999
Panama,2033-01-01,,45553005.0
Panama,2034-01-01,,46022974.0
Panama,2035-01-01,,72473953.0
Panama,2036-01-01,,46940405.0
Panama,2037-01-01,,47387788.0
Panama,2038-01-01,,47827371.0
Panama,2039-01-01,,48258932.0
Panama,2040-01-01,,75900203.00000001
Panama,2041-01-01,,49097291.0
Panama,2042-01-01,,49503887.0
Panama,2043-01-01,,49902152.0
Panama,2044-01-01,,50292166.000000015
Panama,2045-01-01,,79008971.0
Panama,2046-01-01,,51047796.0
Panama,2047-01-01,,51413397.000000015
Panama,2048-01-01,,51770699.0
Panama,2049-01-01,,52119650.0
Panama,2050-01-01,,81796624.99999999
Panama,2051-01-01,,52792280.0
Panama,2052-01-01,,53116117.00000001
Panama,2053-01-01,,53431887.0
Panama,2054-01-01,,53739870.99999999
Panama,2055-01-01,,84271713.99999997
Panama,2056-01-01,,54333457.0
Panama,2057-01-01,,54619291.0
Panama,2058-01-01,,54897948.99999999
Panama,2059-01-01,,55169505.0
Panama,2060-01-01,,86402640.0
Panama,2061-01-01,,55691797.0
Panama,2062-01-01,,55942837.0
Panama,2063-01-01,,56187440.99999999
Panama,2064-01-01,,56425729.000000015
Panama,2065-01-01,,88244455.0
Panama,2066-01-01,,56884387.0
Panama,2067-01-01,,57105062.99999999
Panama,2068-01-01,,57320256.00000001
Panama,2069-01-01,,57530104.00000001
Panama,2070-01-01,,89844527.0
Panama,2071-01-01,,57934672.0
Panama,2072-01-01,,58129716.00000001
Panama,2073-01-01,,58320187.00000001
Panama,2074-01-01,,58506314.99999999
Panama,2075-01-01,,91220770.0
Panama,2076-01-01,,58866191.00000001
Panama,2077-01-01,,59040247.0
Panama,2078-01-01,,59210499.0
Panama,2079-01-01,,59376929.0
Panama,2080-01-01,,92426389.0
Panama,2081-01-01,,59698676.99999999
Panama,2082-01-01,,59854245.00000001
Panama,2083-01-01,,60006503.00000001
Panama,2084-01-01,,60155637.0
Panama,2085-01-01,,93438719.0
Panama,2086-01-01,,60445245.99999999
Panama,2087-01-01,,60585931.0
Panama,2088-01-01,,60723975.99999999
Panama,2089-01-01,,60859418.00000001
Panama,2090-01-01,,94300930.0
Panama,2091-01-01,,61122751.99999999
Panama,2092-01-01,,61250823.0
Panama,2093-01-01,,61376644.0
Panama,2094-01-01,,61500236.99999999
Panama,2095-01-01,,95040518.00000001
Panama,2096-01-01,,61741262.0
Panama,2097-01-01,,61858772.00000001
Panama,2098-01-01,,61974368.0
Panama,2099-01-01,,62088026.00000001
Panama,2100-01-01,,95660366.99999999
Papua New Guinea,1950-01-01,1.7,2002147.0000000002
Papua New Guinea,1951-01-01,1.84,2011216.0000000002
Papua New Guinea,1952-01-01,1.9909999999999999,2024160.0
Papua New Guinea,1953-01-01,2.154,2041021.0
Papua New Guinea,1954-01-01,2.331,2061757.9999999998
Papua New Guinea,1955-01-01,2.521,2086252.9999999998
Papua New Guinea,1956-01-01,2.727,2114280.0
